PRODUCT_ID,CATEGORY
1465,Category L
1466,Category S
1467,Category N
1467,Category V
1468,Category B
1469,Category D
1470,Category Q
1471,Category T
1472,Category P
1472,Category Y
1473,Category T
1473,Category W
1474,Category F
1475,Category M
1475,Category Z
1476,Category J
1477,Category J
1478,Category I
1478,Category M
1479,Category J
1480,Category A
1481,Category E
1482,Category K
1483,Category Z
1484,Category Z
1485,Category M
1485,Category W
1486,Category S
1486,Category U
1487,Category F
1488,Category V
1489,Category W
1490,Category K
1490,Category U
1491,Category W
1492,Category G
1492,Category Y
1493,Category F
1493,Category K
1494,Category C
1494,Category K
1495,Category T
1496,Category U
1497,Category E
1498,Category D
1499,Category B
1499,Category U
1500,Category B
1501,Category I
1502,Category C
1502,Category Z
1503,Category F
1503,Category R
1504,Category D
1504,Category Q
1505,Category O
1506,Category O
1506,Category T
1507,Category J
1507,Category Q
1508,Category K
1508,Category Q
1509,Category D
1510,Category A
1511,Category K
1512,Category I
1513,Category K
1514,Category L
1514,Category M
1515,Category H
1515,Category N
1516,Category D
1516,Category X
1517,Category S
1518,Category W
1519,Category V
1519,Category Y
1520,Category M
1521,Category H
1521,Category O
1522,Category O
1523,Category G
1524,Category B
1524,Category K
1525,Category Y
1526,Category H
1527,Category F
1527,Category Y
1528,Category S
1529,Category H
1530,Category J
1531,Category I
1531,Category W
1532,Category N
1533,Category G
1533,Category Q
1534,Category P
1534,Category X
1535,Category H
1535,Category W
1536,Category I
1537,Category X
1537,Category Y
1538,Category A
1538,Category K
1539,Category A
1540,Category K
1541,Category S
1541,Category V
1542,Category K
1542,Category L
1543,Category R
1543,Category S
1544,Category C
1544,Category X
1545,Category A
1546,Category I
1546,Category Q
1547,Category A
1547,Category N
1548,Category G
1548,Category W
1549,Category K
1549,Category P
1550,Category A
1550,Category L
1551,Category J
1552,Category F
1552,Category Z
1553,Category O
1554,Category D
1554,Category G
1555,Category G
1555,Category R
1556,Category K
1556,Category V
1557,Category A
1557,Category B
1558,Category B
1559,Category D
1559,Category E
1560,Category T
1561,Category M
1562,Category K
1563,Category N
1564,Category B
1565,Category W
1566,Category F
1567,Category L
1568,Category H
1568,Category R
1569,Category C
1569,Category E
1570,Category T
1571,Category A
1572,Category A
1573,Category H
1574,Category U
1575,Category E
1576,Category I
1576,Category N
1577,Category F
1578,Category H
1579,Category R
1580,Category I
1580,Category L
1581,Category I
1581,Category Q
1582,Category N
1583,Category X
1584,Category L
1584,Category Y
1585,Category A
1585,Category R
1586,Category M
1587,Category C
1588,Category E
1588,Category I
1589,Category N
1589,Category X
1590,Category A
1590,Category D
1591,Category M
1591,Category Z
1592,Category U
1593,Category V
1594,Category A
1595,Category N
1596,Category H
1596,Category N
1597,Category G
1598,Category C
1599,Category L
1600,Category S
1601,Category F
1601,Category R
1602,Category P
1602,Category W
1603,Category V
1604,Category K
1605,Category X
1606,Category L
1607,Category Q
1608,Category F
1609,Category M
1610,Category D
1611,Category D
1612,Category C
1612,Category E
1613,Category X
1614,Category L
1614,Category N
1615,Category Q
1616,Category F
1616,Category N
1617,Category D
1617,Category R
1618,Category A
1619,Category P
1620,Category R
1620,Category W
1621,Category W
1622,Category O
1623,Category F
1623,Category Q
1624,Category K
1625,Category F
1626,Category R
1627,Category I
1627,Category K
1628,Category N
1629,Category W
1630,Category U
1631,Category F
1632,Category K
1633,Category G
1634,Category B
1635,Category C
1635,Category J
1636,Category Y
1637,Category D
1637,Category E
1638,Category A
1638,Category H
1639,Category P
1640,Category N
1640,Category U
1641,Category C
1642,Category E
1642,Category Y
1643,Category A
1643,Category J
1644,Category C
1644,Category S
1645,Category K
1646,Category J
1646,Category O
1647,Category S
1648,Category V
1649,Category I
1650,Category N
1650,Category U
1651,Category L
1651,Category M
1652,Category A
1652,Category V
1653,Category Q
1653,Category S
1654,Category J
1654,Category K
1655,Category E
1655,Category P
1656,Category H
1656,Category M
1657,Category Q
1657,Category R
1658,Category U
1659,Category R
1660,Category B
1660,Category D
1661,Category K
1662,Category S
1663,Category D
1663,Category E
1664,Category B
1664,Category M
1665,Category B
1666,Category Z
1667,Category D
1667,Category Z
1668,Category N
1669,Category B
1669,Category G
1670,Category D
1671,Category R
1672,Category Z
1673,Category V
1673,Category Z
1674,Category N
1674,Category W
1675,Category Y
1676,Category X
1677,Category G
1677,Category R
1678,Category G
1678,Category X
1679,Category N
1679,Category Z
1680,Category A
1681,Category N
1681,Category T
1682,Category Z
1683,Category Q
1683,Category R
1684,Category F
1685,Category C
1685,Category I
1686,Category T
1687,Category A
1687,Category W
1688,Category A
1688,Category C
1689,Category C
1689,Category V
1690,Category H
1690,Category S
1691,Category Q
1692,Category V
1693,Category Z
1694,Category C
1694,Category X
1695,Category F
1695,Category R
1696,Category G
1696,Category R
1697,Category X
1698,Category W
1699,Category B
1700,Category I
1700,Category L
1701,Category A
1701,Category E
1702,Category G
1702,Category O
1703,Category D
1703,Category M
1704,Category H
1704,Category Y
1705,Category A
1706,Category Z
1707,Category M
1708,Category B
1708,Category L
1709,Category S
1710,Category K
1710,Category M
1711,Category S
1712,Category F
1713,Category B
1713,Category O
1714,Category O
1714,Category Y
1715,Category U
1716,Category M
1717,Category J
1717,Category U
1718,Category J
1719,Category B
1720,Category D
1721,Category T
1721,Category Z
1722,Category Y
1723,Category H
1724,Category U
1724,Category W
1725,Category Q
1726,Category W
1727,Category C
1727,Category E
1728,Category A
1728,Category M
1729,Category H
1730,Category E
1731,Category M
1731,Category V
1732,Category I
1732,Category Y
1733,Category F
1734,Category O
1735,Category A
1735,Category X
1736,Category F
1737,Category W
1738,Category I
1738,Category Q
1739,Category E
1740,Category H
1741,Category P
1742,Category J
1742,Category Y
1743,Category N
1744,Category K
1744,Category R
1745,Category A
1745,Category R
1746,Category B
1747,Category G
1747,Category H
1748,Category R
1748,Category W
1749,Category M
1750,Category R
1750,Category T
1751,Category A
1752,Category X
1753,Category R
1754,Category F
1754,Category G
1755,Category S
1755,Category X
1756,Category C
1756,Category G
1757,Category J
1757,Category T
1758,Category T
1759,Category I
1760,Category D
1760,Category I
1761,Category A
1761,Category L
1762,Category E
1763,Category A
1763,Category X
1764,Category Z
1765,Category X
1766,Category K
1766,Category S
1767,Category J
1768,Category B
1769,Category F
1769,Category O
1770,Category F
1771,Category D
1771,Category U
1772,Category A
1772,Category W
1773,Category G
1773,Category S
1774,Category N
1774,Category Y
1775,Category W
1775,Category Y
1776,Category A
1776,Category V
1777,Category V
1778,Category E
1778,Category G
1779,Category F
1780,Category M
1780,Category W
1781,Category D
1781,Category R
1782,Category N
1783,Category R
1784,Category Y
1785,Category R
1785,Category T
1786,Category B
1786,Category X
1787,Category C
1787,Category Y
1788,Category C
1788,Category R
1789,Category Q
1790,Category O
1791,Category B
1791,Category Q
1792,Category Q
1793,Category R
1793,Category Y
1794,Category U
1795,Category D
1795,Category F
1796,Category K
1796,Category T
1797,Category C
1798,Category U
1799,Category J
1800,Category O
1801,Category B
1802,Category F
1802,Category W
1803,Category S
1804,Category H
1804,Category L
1805,Category H
1805,Category P
1806,Category D
1806,Category H
1807,Category F
1807,Category H
1808,Category C
1808,Category K
1809,Category G
1809,Category Q
1810,Category V
1811,Category R
1812,Category F
1813,Category M
1813,Category N
1814,Category O
1815,Category L
1816,Category Y
1817,Category I
1818,Category F
1818,Category N
1819,Category S
1820,Category J
1821,Category A
1822,Category Q
1822,Category Y
1823,Category T
1824,Category B
1825,Category S
1825,Category T
1826,Category P
1827,Category D
1827,Category H
1828,Category M
1829,Category B
1829,Category Y
1830,Category W
1831,Category J
1831,Category W
1832,Category N
1833,Category C
1834,Category I
1834,Category S
1835,Category P
1836,Category Y
1837,Category D
1837,Category R
1838,Category R
1839,Category L
1840,Category K
1840,Category V
1841,Category E
1842,Category I
1842,Category K
1843,Category C
1844,Category P
1845,Category A
1846,Category D
1847,Category B
1847,Category Z
1848,Category U
1849,Category Z
1850,Category K
1850,Category S
1851,Category W
1852,Category A
1853,Category I
1854,Category H
1854,Category N
1855,Category N
1856,Category M
1857,Category C
1857,Category R
1858,Category R
1859,Category V
1859,Category W
1860,Category R
1861,Category S
1862,Category F
1862,Category R
1863,Category V
1863,Category Y
1864,Category I
1864,Category M
1865,Category G
1865,Category O
1866,Category V
1867,Category B
1868,Category T
1869,Category B
1870,Category U
1871,Category N
1871,Category S
1872,Category C
1872,Category Z
1873,Category G
1873,Category T
1874,Category D
1874,Category Q
1875,Category Y
1876,Category I
1877,Category C
1877,Category X
1878,Category O
1879,Category A
1879,Category G
1880,Category O
1880,Category R
1881,Category H
1882,Category K
1883,Category R
1884,Category L
1885,Category O
1886,Category H
1886,Category T
1887,Category J
1888,Category F
1889,Category M
1890,Category J
1891,Category Z
1892,Category S
1893,Category B
1893,Category J
1894,Category R
1895,Category Q
1895,Category W
1896,Category D
1897,Category I
1898,Category A
1898,Category D
1899,Category A
1899,Category E
1900,Category E
1901,Category O
1901,Category T
1902,Category U
1902,Category V
1903,Category K
1903,Category L
1904,Category Q
1904,Category Y
1905,Category M
1905,Category V
1906,Category Z
1907,Category F
1907,Category O
1908,Category K
1909,Category K
1910,Category A
1910,Category Q
1911,Category V
1912,Category Y
1913,Category J
1913,Category W
1914,Category J
1914,Category S
1915,Category Y
1916,Category Q
1917,Category A
1918,Category G
1918,Category P
1919,Category C
1919,Category J
1920,Category R
1921,Category K
1921,Category Y
1922,Category E
1923,Category M
1923,Category V
1924,Category C
1924,Category P
1925,Category E
1925,Category Z
1926,Category B
1926,Category E
1927,Category E
1928,Category V
1929,Category J
1930,Category I
1930,Category V
1931,Category V
1932,Category P
1932,Category U
1933,Category F
1934,Category K
1935,Category D
1935,Category F
1936,Category H
1936,Category I
1937,Category L
1937,Category S
1938,Category T
1939,Category Y
1940,Category Y
1941,Category F
1942,Category M
1942,Category X
1943,Category K
1944,Category N
1945,Category J
1945,Category U
1946,Category V
1947,Category D
1948,Category F
1948,Category Z
1949,Category M
1950,Category M
1951,Category O
1951,Category R
1952,Category H
1953,Category J
1954,Category Y
1955,Category E
1955,Category H
1956,Category A
1957,Category D
1957,Category V
1958,Category C
1958,Category X
1959,Category H
1959,Category U
1960,Category E
1961,Category M
1962,Category A
1962,Category E
1963,Category Z
1964,Category S
1965,Category G
1966,Category L
1967,Category I
1967,Category U
1968,Category D
1969,Category E
1969,Category T
1970,Category R
1971,Category K
1972,Category X
1973,Category M
1974,Category G
1974,Category Q
1975,Category E
1975,Category V
1976,Category L
1976,Category O
1977,Category B
1978,Category T
1978,Category Z
1979,Category K
1979,Category X
1980,Category X
1981,Category L
1981,Category Z
1982,Category I
1983,Category Q
1984,Category J
1984,Category M
1985,Category W
1986,Category A
1986,Category E
1987,Category O
1987,Category Q
1988,Category C
1988,Category K
1989,Category K
1989,Category U
1990,Category X
1991,Category B
1992,Category P
1993,Category E
1994,Category R
1994,Category T
1995,Category L
1995,Category S
1996,Category L
1996,Category X
1997,Category I
1997,Category X
1998,Category B
1998,Category G
1999,Category A
2000,Category Z
2001,Category B
2002,Category A
2002,Category T
2003,Category F
2004,Category E
2004,Category Q
2005,Category C
2006,Category N
2007,Category Q
2007,Category Y
2008,Category F
2009,Category B
2009,Category H
2010,Category L
2010,Category W
2011,Category D
2012,Category J
2013,Category P
2014,Category U
2015,Category L
2015,Category Q
2016,Category B
2017,Category H
2017,Category O
2018,Category V
2019,Category Z
2020,Category S
2021,Category N
2021,Category V
2022,Category F
2023,Category O
2023,Category Q
2024,Category J
2024,Category U
2025,Category Y
2026,Category M
2026,Category S
2027,Category D
2027,Category J
2028,Category C
2028,Category J
2029,Category P
2030,Category P
2030,Category S
2031,Category F
2031,Category T
2032,Category A
2033,Category H
2033,Category Q
2034,Category I
2035,Category H
2036,Category V
2036,Category Z
2037,Category Q
2038,Category W
2039,Category V
2040,Category Q
2041,Category N
2042,Category L
2042,Category R
2043,Category F
2043,Category X
2044,Category D
2044,Category W
2045,Category R
2046,Category L
2046,Category Z
2047,Category T
2048,Category C
2049,Category D
2049,Category Q
2050,Category T
2051,Category P
2052,Category P
2053,Category P
2054,Category D
2054,Category J
2055,Category D
2056,Category D
2056,Category P
2057,Category A
2057,Category U
2058,Category X
2058,Category Z
2059,Category F
2060,Category Y
2060,Category Z
2061,Category F
2061,Category X
2062,Category A
2062,Category R
2063,Category K
2063,Category V
2064,Category H
2065,Category L
2066,Category O
2067,Category K
2067,Category X
2068,Category H
2068,Category K
2069,Category Z
2070,Category O
2071,Category A
2072,Category S
2072,Category W
2073,Category A
2073,Category T
2074,Category A
2074,Category L
2075,Category A
2076,Category M
2076,Category Z
2077,Category W
2077,Category Y
2078,Category A
2078,Category N
2079,Category L
2080,Category V
2081,Category Q
2081,Category S
2082,Category K
2083,Category S
2083,Category W
2084,Category I
2084,Category P
2085,Category J
2086,Category M
2086,Category X
2087,Category B
2087,Category W
2088,Category K
2088,Category M
2089,Category Y
2090,Category I
2090,Category Z
2091,Category O
2091,Category Q
2092,Category M
2092,Category O
2093,Category A
2093,Category Z
2094,Category O
2095,Category C
2096,Category D
2096,Category L
2097,Category N
2097,Category O
2098,Category K
2099,Category P
2100,Category D
2101,Category T
2102,Category A
2102,Category E
2103,Category C
2104,Category M
2104,Category P
2105,Category S
2106,Category J
2107,Category K
2108,Category K
2109,Category F
2109,Category J
2110,Category P
2110,Category Q
2111,Category F
2112,Category T
2113,Category J
2113,Category L
2114,Category N
2115,Category P
2115,Category V
2116,Category L
2116,Category T
2117,Category C
2118,Category S
2119,Category N
2119,Category O
2120,Category B
2121,Category T
2122,Category H
2122,Category M
2123,Category D
2124,Category M
2124,Category O
2125,Category X
2126,Category R
2126,Category T
2127,Category H
2128,Category T
2129,Category G
2130,Category T
2130,Category W
2131,Category S
2132,Category D
2133,Category O
2134,Category B
2135,Category S
2136,Category R
2137,Category C
2137,Category D
2138,Category Q
2139,Category D
2140,Category V
2140,Category Z
2141,Category Z
2142,Category Q
2143,Category K
2143,Category Y
2144,Category K
2145,Category U
2146,Category Q
2146,Category S
2147,Category O
2147,Category V
2148,Category M
2149,Category I
2149,Category L
2150,Category Y
2151,Category U
2152,Category G
2153,Category G
2153,Category Q
2154,Category N
2155,Category C
2156,Category N
2157,Category L
2157,Category R
2158,Category C
2159,Category Z
2160,Category A
2160,Category E
2161,Category H
2161,Category L
2162,Category J
2162,Category M
2163,Category E
2163,Category F
2164,Category X
2165,Category G
2166,Category P
2166,Category W
2167,Category D
2167,Category F
2168,Category G
2169,Category D
2169,Category N
2170,Category A
2170,Category B
2171,Category I
2172,Category D
2173,Category K
2174,Category N
2174,Category Q
2175,Category I
2176,Category C
2177,Category Y
2178,Category H
2178,Category P
2179,Category M
2179,Category R
2180,Category I
2181,Category N
2181,Category U
2182,Category A
2183,Category Y
2184,Category U
2185,Category A
2186,Category L
2187,Category V
2188,Category B
2189,Category X
2190,Category F
2191,Category C
2192,Category V
2193,Category W
2194,Category M
2194,Category V
2195,Category V
2195,Category X
2196,Category M
2197,Category C
2197,Category K
2198,Category W
2198,Category X
2199,Category M
2199,Category O
2200,Category A
2200,Category Y
2201,Category K
2201,Category Y
2202,Category C
2202,Category M
2203,Category C
2203,Category F
2204,Category K
2204,Category U
2205,Category N
2206,Category T
2207,Category E
2207,Category W
2208,Category E
2208,Category N
2209,Category O
2210,Category C
2210,Category Q
2211,Category C
2211,Category N
2212,Category L
2213,Category B
2213,Category Z
2214,Category C
2215,Category I
2215,Category M
2216,Category E
2216,Category I
2217,Category L
2218,Category A
2218,Category U
2219,Category S
2219,Category Z
2220,Category G
2220,Category O
2221,Category C
2222,Category Q
2222,Category T
2223,Category H
2224,Category T
2225,Category J
2225,Category S
2226,Category B
2226,Category X
2227,Category T
2228,Category E
2228,Category K
2229,Category B
2230,Category G
2231,Category D
2232,Category C
2233,Category Q
2234,Category P
2235,Category Y
2236,Category W
2237,Category C
2237,Category U
2238,Category F
2238,Category J
2239,Category G
2239,Category N
2240,Category N
2241,Category D
2242,Category G
2243,Category N
2243,Category R
2244,Category Y
2245,Category A
2246,Category G
2247,Category B
2248,Category I
2248,Category L
2249,Category O
2249,Category Q
2250,Category E
2250,Category R
2251,Category A
2251,Category X
2252,Category B
2252,Category Y
2253,Category M
2254,Category N
2255,Category G
2256,Category K
2257,Category B
2257,Category V
2258,Category T
2259,Category J
2260,Category G
2260,Category P
2261,Category Y
2262,Category J
2262,Category O
2263,Category Q
2263,Category R
2264,Category M
2264,Category N
2265,Category N
2266,Category E
2266,Category S
2267,Category Q
2267,Category U
2268,Category D
2268,Category K
2269,Category B
2269,Category J
2270,Category E
2270,Category N
2271,Category F
2272,Category V
2273,Category B
2273,Category Y
2274,Category K
2275,Category X
2276,Category C
2276,Category J
2277,Category N
2278,Category U
2278,Category Y
2279,Category B
2279,Category E
2280,Category H
2280,Category O
2281,Category C
2281,Category G
2282,Category B
2283,Category F
2283,Category Q
2284,Category F
2284,Category J
2285,Category Q
2286,Category Z
2287,Category Q
2287,Category T
2288,Category R
2289,Category B
2289,Category V
2290,Category H
2291,Category B
2291,Category V
2292,Category Q
2292,Category U
2293,Category U
2294,Category H
2294,Category N
2295,Category L
2296,Category O
2297,Category R
2298,Category E
2298,Category Q
2299,Category A
2299,Category X
2300,Category M
2301,Category O
2302,Category E
2302,Category L
2303,Category L
2303,Category R
2304,Category T
2304,Category U
2305,Category J
2305,Category X
2306,Category W
2306,Category X
2307,Category B
2307,Category D
2308,Category A
2308,Category U
2309,Category G
2310,Category L
2310,Category N
2311,Category P
2311,Category W
2312,Category L
2312,Category Z
2313,Category A
2313,Category G
2314,Category H
2314,Category I
2315,Category S
2316,Category O
2317,Category J
2317,Category Y
2318,Category L
2318,Category R
2319,Category B
2319,Category R
2320,Category H
2320,Category N
2321,Category B
2321,Category I
2322,Category I
2322,Category S
2323,Category L
2324,Category O
2324,Category W
2325,Category F
2326,Category A
2327,Category G
2328,Category O
2329,Category X
2330,Category F
2330,Category Z
2331,Category W
2332,Category U
2333,Category R
2334,Category X
2335,Category G
2336,Category A
2336,Category S
2337,Category I
2338,Category N
2338,Category U
2339,Category N
2340,Category S
2341,Category F
2341,Category U
2342,Category R
2342,Category X
2343,Category J
2344,Category S
2345,Category J
2345,Category L
2346,Category Z
2347,Category F
2348,Category Z
2349,Category B
2349,Category Z
2350,Category M
2351,Category S
2352,Category J
2352,Category S
2353,Category F
2353,Category U
2354,Category F
2355,Category J
2355,Category U
2356,Category H
2357,Category F
2357,Category G
2358,Category P
2359,Category O
2360,Category C
2360,Category O
2361,Category D
2361,Category E
2362,Category V
2362,Category W
2363,Category L
2363,Category S
2364,Category K
2364,Category R
2365,Category U
2366,Category O
2366,Category P
2367,Category P
2367,Category Y
2368,Category M
2369,Category J
2370,Category E
2370,Category X
2371,Category K
2371,Category P
2372,Category G
2372,Category Y
2373,Category J
2373,Category K
2374,Category A
2374,Category T
2375,Category B
2375,Category Q
2376,Category P
2376,Category X
2377,Category L
2378,Category Z
2379,Category D
2380,Category Z
2381,Category S
2381,Category W
2382,Category K
2383,Category J
2384,Category Q
2385,Category I
2385,Category J
2386,Category N
2387,Category H
2388,Category S
2388,Category V
2389,Category M
2390,Category O
2391,Category I
2392,Category D
2392,Category K
2393,Category A
2394,Category F
2394,Category N
2395,Category M
2395,Category V
2396,Category T
2397,Category J
2397,Category N
2398,Category Z
2399,Category E
2399,Category R
2400,Category R
2401,Category F
2401,Category H
2402,Category K
2403,Category I
2403,Category T
2404,Category C
2404,Category F
2405,Category J
2405,Category R
2406,Category I
2406,Category Z
2407,Category J
2408,Category F
2408,Category I
2409,Category O
2410,Category B
2410,Category L
2411,Category N
2412,Category O
2413,Category C
2414,Category G
2414,Category L
2415,Category D
2415,Category X
2416,Category K
2416,Category U
2417,Category V
2418,Category S
2418,Category W
2419,Category P
2419,Category V
2420,Category E
2420,Category Z
2421,Category F
2422,Category I
2423,Category W
2424,Category I
2424,Category Z
2425,Category I
2425,Category L
2426,Category M
2426,Category P
2427,Category B
2428,Category C
2428,Category G
2429,Category Q
2430,Category R
2431,Category D
2432,Category N
2432,Category Y
2433,Category A
2433,Category N
2434,Category I
2434,Category Y
2435,Category D
2435,Category Z
2436,Category E
2436,Category J
2437,Category W
2437,Category X
2438,Category E
2438,Category F
2439,Category W
2440,Category A
2441,Category F
2441,Category O
2442,Category A
2442,Category X
2443,Category A
2443,Category Q
2444,Category G
2444,Category H
2445,Category E
2445,Category I
2446,Category D
2447,Category D
2447,Category E
2448,Category A
2448,Category K
2449,Category F
2449,Category N
2450,Category G
2451,Category L
2452,Category R
2453,Category V
2454,Category V
2455,Category V
2456,Category N
2457,Category C
2458,Category B
2458,Category M
2459,Category D
2460,Category W
2460,Category Z
2461,Category F
2462,Category Q
2463,Category L
2464,Category J
2465,Category T
2466,Category M
2466,Category O
2467,Category I
2468,Category I
2468,Category M
2469,Category I
2469,Category V
2470,Category Y
2471,Category C
2471,Category T
2472,Category D
2472,Category M
2473,Category A
2473,Category H
2474,Category F
2475,Category V
2476,Category M
2477,Category J
2478,Category D
2478,Category I
2479,Category K
2480,Category L
2480,Category M
2481,Category R
2482,Category I
2483,Category J
2483,Category N
2484,Category H
2485,Category P
2486,Category A
2487,Category J
2487,Category L
2488,Category N
2489,Category G
2489,Category X
2490,Category Y
2491,Category E
2491,Category Q
2492,Category X
2493,Category B
2494,Category K
2495,Category G
2495,Category T
2496,Category T
2496,Category W
2497,Category I
2497,Category L
2498,Category M
2499,Category G
2499,Category J
2500,Category W
2501,Category H
2502,Category B
2502,Category P
2503,Category Y
2504,Category L
2505,Category F
2505,Category G
2506,Category D
2507,Category C
2507,Category N
2508,Category N
2508,Category W
2509,Category W
2509,Category Y
2510,Category L
2510,Category M
2511,Category H
2511,Category W
2512,Category A
2512,Category F
2513,Category C
2513,Category W
2514,Category G
2515,Category F
2515,Category S
2516,Category L
2517,Category Q
2518,Category K
2519,Category G
2520,Category U
2521,Category R
2522,Category A
2523,Category I
2524,Category T
2525,Category A
2525,Category J
2526,Category D
2526,Category O
2527,Category Y
2527,Category Z
2528,Category B
2528,Category Y
2529,Category B
2530,Category H
2530,Category V
2531,Category U
2532,Category J
2533,Category C
2533,Category W
2534,Category M
2534,Category W
2535,Category E
2536,Category S
2537,Category L
2537,Category M
2538,Category S
2539,Category D
2539,Category H
2540,Category F
2540,Category W
2541,Category C
2541,Category G
2542,Category E
2543,Category Z
2544,Category H
2545,Category P
2545,Category Z
2546,Category L
2546,Category O
2547,Category E
2548,Category U
2548,Category V
2549,Category V
2550,Category H
2550,Category W
2551,Category I
2552,Category L
2552,Category O
2553,Category C
2553,Category E
2554,Category G
2554,Category L
2555,Category E
2556,Category P
2556,Category Z
2557,Category J
2557,Category L
2558,Category I
2559,Category H
2559,Category M
2560,Category V
2561,Category P
2561,Category R
2562,Category H
2562,Category T
2563,Category A
2564,Category L
2565,Category I
2566,Category N
2567,Category C
2568,Category D
2568,Category L
2569,Category R
2569,Category V
2570,Category C
2571,Category F
2572,Category Z
2573,Category A
2573,Category U
2574,Category A
2574,Category G
2575,Category V
2576,Category A
2576,Category S
2577,Category G
2577,Category O
2578,Category D
2578,Category H
2579,Category J
2579,Category R
2580,Category N
2581,Category L
2581,Category T
2582,Category Q
2583,Category R
2584,Category D
2585,Category H
2585,Category Z
2586,Category J
2587,Category A
2588,Category J
2589,Category P
2590,Category V
2591,Category U
2592,Category S
2592,Category T
2593,Category A
2594,Category D
2594,Category O
2595,Category Z
2596,Category G
2596,Category Y
2597,Category P
2598,Category A
2598,Category E
2599,Category R
2600,Category T
2601,Category X
2601,Category Z
2602,Category N
2602,Category Z
2603,Category C
2604,Category H
2604,Category U
2605,Category P
2605,Category V
2606,Category E
2606,Category Z
2607,Category I
2608,Category G
2608,Category O
2609,Category S
2609,Category V
2610,Category L
2610,Category U
2611,Category X
2612,Category J
2612,Category P
2613,Category W
2614,Category O
2615,Category B
2616,Category T
2616,Category U
2617,Category G
2618,Category I
2618,Category N
2619,Category J
2619,Category R
2620,Category A
2620,Category Z
2621,Category A
2621,Category D
2622,Category B
2622,Category G
2623,Category M
2624,Category Q
2624,Category S
2625,Category M
2626,Category Q
2626,Category W
2627,Category L
2627,Category M
2628,Category R
2629,Category Y
2630,Category C
2630,Category V
2631,Category S
2631,Category Y
2632,Category S
2632,Category X
2633,Category R
2633,Category X
2634,Category A
2634,Category I
2635,Category J
2636,Category F
2636,Category S
2637,Category D
2637,Category T
2638,Category W
2639,Category O
2639,Category Z
2640,Category F
2640,Category K
2641,Category E
2642,Category A
2643,Category G
2643,Category U
2644,Category G
2645,Category G
2646,Category G
2646,Category V
2647,Category B
2648,Category A
2648,Category O
2649,Category P
2650,Category K
2650,Category V
2651,Category A
2651,Category L
2652,Category F
2653,Category L
2653,Category N
2654,Category H
2654,Category P
2655,Category P
2655,Category S
2656,Category M
2656,Category N
2657,Category W
2658,Category P
2659,Category O
2660,Category M
2660,Category P
2661,Category F
2661,Category Q
2662,Category B
2662,Category O
2663,Category N
2663,Category P
2664,Category F
2665,Category D
2666,Category C
2666,Category U
2667,Category F
2668,Category R
2668,Category X
2669,Category M
2670,Category K
2670,Category O
2671,Category S
2672,Category B
2673,Category G
2674,Category P
2675,Category S
2675,Category Y
2676,Category I
2677,Category I
2678,Category H
2678,Category L
2679,Category R
2680,Category Q
2680,Category T
2681,Category R
2682,Category F
2682,Category P
2683,Category C
2683,Category Z
2684,Category O
2685,Category C
2685,Category U
2686,Category A
2686,Category I
2687,Category Q
2687,Category X
2688,Category F
2688,Category L
2689,Category I
2690,Category K
2690,Category U
2691,Category J
2691,Category S
2692,Category Q
2693,Category D
2693,Category P
2694,Category P
2694,Category X
2695,Category F
2695,Category I
2696,Category A
2697,Category N
2697,Category V
2698,Category B
2698,Category S
2699,Category O
2700,Category D
2701,Category C
2701,Category N
2702,Category T
2703,Category E
2703,Category W
2704,Category N
2704,Category Q
2705,Category S
2706,Category H
2706,Category U
2707,Category G
2708,Category O
2709,Category W
2710,Category X
2711,Category S
2712,Category E
2712,Category O
2713,Category T
2714,Category A
2715,Category L
2716,Category S
2717,Category S
2718,Category Z
2719,Category M
2719,Category Z
2720,Category J
2721,Category E
2721,Category O
2722,Category Y
2723,Category Q
2724,Category N
2724,Category U
2725,Category U
2726,Category F
2727,Category O
2727,Category W
2728,Category Q
2729,Category U
2729,Category X
2730,Category Q
2731,Category M
2731,Category P
2732,Category I
2732,Category X
2733,Category B
2733,Category R
2734,Category L
2734,Category Q
2735,Category G
2735,Category W
2736,Category Q
2736,Category X
2737,Category S
2738,Category I
2739,Category G
2740,Category L
2740,Category O
2741,Category J
2741,Category N
2742,Category T
2743,Category M
2743,Category S
2744,Category D
2744,Category Y
2745,Category X
2745,Category Y
2746,Category Q
2747,Category Q
2748,Category S
2749,Category I
2749,Category O
2750,Category Q
2751,Category K
2752,Category B
2753,Category S
2754,Category G
2754,Category Z
2755,Category U
2755,Category Y
2756,Category U
2756,Category V
2757,Category D
2758,Category O
2759,Category Y
2760,Category Y
2761,Category X
2762,Category B
2763,Category N
2764,Category H
2765,Category E
2766,Category F
2766,Category M
2767,Category A
2768,Category O
2768,Category X
2769,Category L
2770,Category P
2771,Category A
2772,Category R
2773,Category C
2773,Category Q
2774,Category K
2774,Category T
2775,Category J
2776,Category J
2777,Category I
2778,Category E
2778,Category G
2779,Category N
2779,Category Y
2780,Category H
2781,Category D
2781,Category F
2782,Category Z
2783,Category M
2784,Category A
2784,Category O
2785,Category V
2786,Category C
2786,Category H
2787,Category F
2788,Category C
2788,Category E
2789,Category M
2790,Category A
2791,Category T
2792,Category P
2793,Category L
2793,Category M
2794,Category Q
2794,Category U
2795,Category C
2795,Category Z
2796,Category A
2796,Category E
2797,Category B
2797,Category P
2798,Category A
2799,Category V
2800,Category C
2800,Category N
